年份,公司代號,公司名稱,ROE,ROA
1998,2455,全新,-6.86,-10.34
1999,2455,全新,-11.29,-17.46
2000,2455,全新,5.2,5.6
2001,2455,全新,          2.99,3.26
2002,2455,全新,-10.42,-17.45
2003,2455,全新,-15.21,-25.61
2004,2455,全新,-17.56,-31.78
2005,2455,全新,-12.08,-23.24
2006,2455,全新,13.2,23.34
2007,2455,全新,9.21,13.82
2008,2455,全新,-0.33,-0.83
2009,2455,全新,12.05,16.24
2010,2455,全新,11.35,14.26
2011,2455,全新,13.07,15.58
2013,2455,全新,11.6,12.79
2014,2455,全新,11.94,13.32
2015,2455,全新,14.72,16.7
2016,2455,全新,12.72,14.68
2017,2455,全新,11.99,14.06
2018,2455,全新,11.03,14.77
2019,2455,全新,12.6,19.17
2020,2455,全新,12.44,         18.58
2021,2455,全新,18.77,27.67
2022,2455,全新,         11.88,         17.13
