年份,公司代號,公司名稱,ROE,ROA
1989,1452,宏益,5.65,7.72
1990,1452,宏益,12.49,         21.74
1991,1452,宏益,11.17,16.56
1992,1452,宏益,10.66,13.76
1993,1452,宏益,7.7,9.79
1994,1452,宏益,7.22,7.97
1995,1452,宏益,9.14,11.21
1996,1452,宏益,8.16,10.76
1997,1452,宏益,14.25,19.41
1998,1452,宏益,6.91,8.73
1999,1452,宏益,0.28,-0.19
2001,1452,宏益,          4.04,4.91
2002,1452,宏益,4.5,5.37
2003,1452,宏益,1.36,1.43
2004,1452,宏益,-0.61,-0.73
2005,1452,宏益,-2.41,-2.76
2006,1452,宏益,2.39,2.7
2007,1452,宏益,3.67,4.0
2008,1452,宏益,-3.0,-3.24
2009,1452,宏益,5.01,5.39
2010,1452,宏益,11.01,11.99
2011,1452,宏益,3.88,4.35
2013,1452,宏益,6.02,6.69
2014,1452,宏益,7.38,8.11
2015,1452,宏益,14.54,15.98
2016,1452,宏益,7.45,8.19
2017,1452,宏益,8.07,8.84
2018,1452,宏益,7.11,7.85
2019,1452,宏益,6.42,7.04
2020,1452,宏益,3.58,          3.89
2021,1452,宏益,11.83,13.17
2022,1452,宏益,          4.21,          4.64
