年份,公司代號,公司名稱,ROE,ROA
1991,2610,華航,8.98,20.94
1992,2610,華航,7.19,14.91
1993,2610,華航,5.89,10.92
1994,2610,華航,2.73,0.28
1995,2610,華航,3.51,4.11
1996,2610,華航,4.16,5.11
1997,2610,華航,3.83,6.59
1998,2610,華航,-0.93,-8.26
1999,2610,華航,4.57,7.24
2000,2610,華航,4.4,7.16
2001,2610,華航,          3.38,4.09
2002,2610,華航,3.56,6.83
2003,2610,華航,2.11,3.74
2004,2610,華航,2.99,8.28
2005,2610,華航,1.79,1.21
2006,2610,華航,1.94,1.35
2007,2610,華航,0.49,-4.55
2008,2610,華航,-13.0,-75.36
2009,2610,華航,-0.57,-10.58
2010,2610,華航,6.18,23.62
2011,2610,華航,-0.04,-4.08
2013,2610,華航,0.37,-1.79
2014,2610,華航,0.48,-1.16
2015,2610,華航,3.28,10.63
2016,2610,華航,0.8,1.2
2017,2610,華航,1.6,4.26
2018,2610,華航,1.48,3.81
2019,2610,華航,0.76,-1.12
2020,2610,華航,0.75,         -0.46
2021,2610,華航,3.76,12.99
2022,2610,華航,          1.45,          3.00
