年份,公司代號,公司名稱,ROE,ROA
1993,2344,華邦電,5.94,6.26
1994,2344,華邦電,17.15,28.41
1995,2344,華邦電,41.95,71.2
1996,2344,華邦電,8.9,12.2
1997,2344,華邦電,8.18,12.66
1998,2344,華邦電,1.1,-1.01
1999,2344,華邦電,6.71,8.43
2000,2344,華邦電,11.01,14.29
2001,2344,華邦電,          0.00,-14.68
2002,2344,華邦電,0.0,-6.55
2003,2344,華邦電,0.0,-1.85
2004,2344,華邦電,5.11,5.69
2005,2344,華邦電,0.0,-2.49
2006,2344,華邦電,3.0,4.22
2007,2344,華邦電,-5.52,-10.78
2008,2344,華邦電,-8.02,-16.52
2009,2344,華邦電,-11.72,-23.88
2010,2344,華邦電,6.28,9.96
2011,2344,華邦電,-0.8,-2.31
2013,2344,華邦電,0.89,0.82
2014,2344,華邦電,5.56,8.54
2015,2344,華邦電,5.79,8.74
2016,2344,華邦電,5.04,7.36
2017,2344,華邦電,7.54,10.89
2018,2344,華邦電,8.55,12.31
2019,2344,華邦電,1.64,2.31
2020,2344,華邦電,1.52,          2.25
2021,2344,華邦電,10.87,18.67
2022,2344,華邦電,          8.94,         15.54
