年份,公司代號,公司名稱,ROE,ROA
1995,1521,大億,6.29,10.63
1996,1521,大億,6.0,10.01
1997,1521,大億,7.33,13.07
1998,1521,大億,7.51,13.49
1999,1521,大億,5.29,8.98
2000,1521,大億,6.79,12.24
2001,1521,大億,          4.07,6.62
2002,1521,大億,7.52,14.25
2003,1521,大億,10.04,20.43
2004,1521,大億,11.57,23.75
2005,1521,大億,8.58,17.28
2006,1521,大億,4.84,9.21
2007,1521,大億,5.99,11.21
2008,1521,大億,2.58,4.38
2009,1521,大億,10.0,19.18
2010,1521,大億,13.32,25.65
2011,1521,大億,11.05,20.07
2013,1521,大億,10.18,19.32
2014,1521,大億,11.34,22.7
2015,1521,大億,12.75,25.87
2016,1521,大億,13.66,27.32
2017,1521,大億,13.47,26.36
2018,1521,大億,8.84,16.87
2019,1521,大億,10.21,19.22
2020,1521,大億,4.43,          8.72
2021,1521,大億,2.41,4.72
2022,1521,大億,          2.78,          5.04
