年份,公司代號,公司名稱,ROE,ROA
1990,1446,宏和,7.43,          9.00
1991,1446,宏和,8.65,13.61
1992,1446,宏和,6.43,7.87
1993,1446,宏和,5.37,6.77
1994,1446,宏和,2.17,0.7
1999,1446,宏和,0.26,-4.1
2000,1446,宏和,2.85,0.35
2001,1446,宏和,        -14.12,-28.96
2002,1446,宏和,-12.21,-23.06
2003,1446,宏和,2.51,2.79
2004,1446,宏和,0.6,0.25
2005,1446,宏和,-21.88,-34.03
2006,1446,宏和,-3.02,-5.96
2007,1446,宏和,5.94,8.75
2008,1446,宏和,1.05,0.63
2009,1446,宏和,1.37,1.48
2010,1446,宏和,-8.41,-12.95
2011,1446,宏和,15.94,21.83
2013,1446,宏和,-0.33,-0.59
2014,1446,宏和,0.38,0.7
2015,1446,宏和,-0.96,-2.07
2016,1446,宏和,1.77,3.63
2017,1446,宏和,-0.95,-2.32
2018,1446,宏和,-0.68,-1.73
2019,1446,宏和,0.04,0.02
2020,1446,宏和,-0.05,         -0.48
2021,1446,宏和,-0.19,-1.12
2022,1446,宏和,         -0.57,         -2.54
