年份,公司代號,公司名稱,ROE,ROA
1997,2406,國碩,0.0,-0.04
1998,2406,國碩,11.64,16.63
1999,2406,國碩,15.93,25.12
2000,2406,國碩,-2.48,-4.78
2001,2406,國碩,         -8.72,-12.87
2002,2406,國碩,-9.6,-15.1
2003,2406,國碩,4.13,5.17
2004,2406,國碩,-1.55,-2.98
2005,2406,國碩,-9.71,-16.32
2006,2406,國碩,-6.53,-10.7
2007,2406,國碩,-30.63,-52.2
2008,2406,國碩,-2.96,-8.38
2009,2406,國碩,8.31,12.64
2010,2406,國碩,16.39,21.81
2011,2406,國碩,2.5,2.87
2013,2406,國碩,-3.67,-7.58
2014,2406,國碩,5.21,9.6
2015,2406,國碩,6.53,12.81
2016,2406,國碩,4.52,7.64
2017,2406,國碩,-9.85,-31.79
2018,2406,國碩,-8.37,-36.17
2019,2406,國碩,1.65,0.62
2020,2406,國碩,-2.28,        -10.33
2021,2406,國碩,-1.24,-4.14
2022,2406,國碩,         -3.07,         -6.12
