年份,公司代號,公司名稱,ROE,ROA
1994,2417,圓剛,31.17,46.12
1995,2417,圓剛,28.29,41.68
1996,2417,圓剛,21.87,30.93
1998,2417,圓剛,7.1,8.83
1999,2417,圓剛,7.96,10.48
2000,2417,圓剛,8.93,11.48
2001,2417,圓剛,          6.37,7.41
2002,2417,圓剛,10.08,12.97
2003,2417,圓剛,13.29,19.02
2004,2417,圓剛,15.07,23.37
2005,2417,圓剛,13.1,19.62
2006,2417,圓剛,13.6,18.64
2007,2417,圓剛,18.99,26.82
2008,2417,圓剛,15.57,19.09
2009,2417,圓剛,16.42,19.6
2010,2417,圓剛,18.6,21.83
2011,2417,圓剛,11.29,12.85
2013,2417,圓剛,-4.29,-4.63
2014,2417,圓剛,-3.97,-4.32
2015,2417,圓剛,-5.23,-6.01
2016,2417,圓剛,-0.68,-0.79
2017,2417,圓剛,-0.01,-0.02
2018,2417,圓剛,0.58,0.68
2019,2417,圓剛,0.91,0.97
2020,2417,圓剛,20.28,         28.29
2021,2417,圓剛,5.04,7.15
2022,2417,圓剛,          3.31,          4.68
