年份,公司代號,公司名稱,ROE,ROA
1990,1215,卜蜂,-1.59,         -4.30
1991,1215,卜蜂,5.97,6.71
1992,1215,卜蜂,4.08,5.14
1993,1215,卜蜂,3.57,4.14
1994,1215,卜蜂,5.06,5.34
1995,1215,卜蜂,5.72,7.16
1996,1215,卜蜂,4.76,5.65
1997,1215,卜蜂,4.84,6.05
1998,1215,卜蜂,5.03,6.0
1999,1215,卜蜂,3.71,4.41
2000,1215,卜蜂,3.71,3.78
2001,1215,卜蜂,          3.85,4.64
2002,1215,卜蜂,-2.16,-5.02
2003,1215,卜蜂,0.8,0.05
2004,1215,卜蜂,-1.19,-3.84
2005,1215,卜蜂,1.64,1.77
2006,1215,卜蜂,4.75,6.48
2007,1215,卜蜂,8.42,11.36
2008,1215,卜蜂,5.48,8.05
2009,1215,卜蜂,5.99,9.51
2010,1215,卜蜂,6.07,9.53
2011,1215,卜蜂,1.98,3.18
2013,1215,卜蜂,5.1,9.39
2014,1215,卜蜂,9.04,15.8
2015,1215,卜蜂,7.85,13.68
2016,1215,卜蜂,12.61,21.87
2017,1215,卜蜂,12.05,21.78
2018,1215,卜蜂,7.05,14.0
2019,1215,卜蜂,10.96,22.96
2020,1215,卜蜂,8.91,         18.89
2021,1215,卜蜂,6.46,15.16
2022,1215,卜蜂,          6.73,         17.15
