年份,公司代號,公司名稱,ROE,ROA
1997,9930,中聯資源,8.6,15.1
1998,9930,中聯資源,8.0,11.6
1999,9930,中聯資源,8.1,11.3
2000,9930,中聯資源,8.3,11.4
2001,9930,中聯資源,          7.10,9.9
2002,9930,中聯資源,5.8,9.0
2003,9930,中聯資源,7.2,12.4
2004,9930,中聯資源,13.0,20.1
2005,9930,中聯資源,18.6,24.3
2006,9930,中聯資源,17.2,20.9
2007,9930,中聯資源,16.4,20.2
2008,9930,中聯資源,22.7,27.9
2009,9930,中聯資源,15.7,19.2
2010,9930,中聯資源,11.69,14.52
2011,9930,中聯資源,13.48,16.63
2013,9930,中聯資源,15.65,21.37
2014,9930,中聯資源,16.98,23.49
2015,9930,中聯資源,13.86,20.08
2016,9930,中聯資源,9.02,14.11
2017,9930,中聯資源,10.83,17.95
2018,9930,中聯資源,10.13,17.96
2019,9930,中聯資源,8.19,15.96
2020,9930,中聯資源,6.51,         14.16
2021,9930,中聯資源,5.79,12.52
2022,9930,中聯資源,          6.36,         12.48
