年份,公司代號,公司名稱,ROE,ROA
2001,2882,國泰金,,
2002,2882,國泰金,12.75,14.09
2003,2882,國泰金,13.98,16.29
2004,2882,國泰金,16.5,18.81
2005,2882,國泰金,11.22,12.0
2006,2882,國泰金,4.94,5.24
2007,2882,國泰金,13.36,13.57
2008,2882,國泰金,1.3,1.54
2009,2882,國泰金,5.41,6.23
2010,2882,國泰金,2.1,2.14
2011,2882,國泰金,4.55,5.15
2013,2882,國泰金,0.7,11.05
2014,2882,國泰金,0.96,12.32
2015,2882,國泰金,0.99,13.03
2016,2882,國泰金,0.77,9.73
2017,2882,國泰金,0.84,10.03
2018,2882,國泰金,0.77,9.2
2019,2882,國泰金,0.86,9.72
2020,2882,國泰金,0.85,          8.96
2021,2882,國泰金,1.34,15.54
2022,2882,國泰金,          0.49,          4.98
