年份,公司代號,公司名稱,ROE,ROA
1990,2506,太設,5.34,          6.83
1991,2506,太設,6.15,8.84
1992,2506,太設,5.89,10.69
1993,2506,太設,4.61,6.62
1994,2506,太設,5.12,8.93
1995,2506,太設,3.99,4.86
1996,2506,太設,3.52,4.03
1997,2506,太設,3.53,3.69
1998,2506,太設,2.92,1.23
1999,2506,太設,2.23,0.19
2000,2506,太設,1.5,-1.93
2001,2506,太設,         -3.94,-22.5
2002,2506,太設,-22.03,-130.24
2003,2506,太設,10.55,68.5
2004,2506,太設,-2.68,-23.56
2005,2506,太設,-2.99,-26.52
2006,2506,太設,3.91,13.61
2007,2506,太設,2.5,4.67
2008,2506,太設,1.11,-1.72
2009,2506,太設,3.82,8.76
2010,2506,太設,4.58,10.91
2011,2506,太設,7.89,18.34
2013,2506,太設,5.69,10.81
2014,2506,太設,3.57,5.6
2015,2506,太設,2.24,2.69
2016,2506,太設,1.94,2.3
2017,2506,太設,1.19,0.9
2018,2506,太設,2.25,2.96
2019,2506,太設,0.29,-0.57
2020,2506,太設,0.95,          0.40
2021,2506,太設,1.37,1.25
2022,2506,太設,          5.58,          7.99
