年份,公司代號,公司名稱,ROE,ROA
1990,1201,味全,3.71,          3.43
1991,1201,味全,3.64,3.39
1992,1201,味全,3.21,2.7
1993,1201,味全,3.26,2.58
1994,1201,味全,4.03,4.22
1995,1201,味全,1.85,1.42
1996,1201,味全,-1.84,-4.9
1997,1201,味全,0.89,-0.13
1998,1201,味全,-2.95,-10.32
1999,1201,味全,-15.58,-52.73
2000,1201,味全,2.53,0.08
2001,1201,味全,         -0.77,-10.25
2002,1201,味全,3.17,1.64
2003,1201,味全,2.04,2.07
2004,1201,味全,-7.74,-27.3
2005,1201,味全,3.85,8.54
2006,1201,味全,5.25,11.62
2007,1201,味全,5.14,10.56
2008,1201,味全,5.63,11.23
2009,1201,味全,6.54,13.17
2010,1201,味全,13.41,27.01
2011,1201,味全,4.79,9.56
2013,1201,味全,2.46,6.37
2014,1201,味全,-0.44,-3.35
2015,1201,味全,-5.16,-22.43
2016,1201,味全,-1.72,-13.94
2017,1201,味全,3.97,11.99
2018,1201,味全,4.3,12.41
2019,1201,味全,7.46,20.55
2020,1201,味全,3.54,          7.77
2021,1201,味全,3.34,7.3
2022,1201,味全,          1.90,          3.38
