年份,公司代號,公司名稱,ROE,ROA
1997,2444,兆勁,17.68,33.89
1998,2444,兆勁,27.47,45.11
1999,2444,兆勁,23.57,36.73
2000,2444,兆勁,17.19,24.52
2001,2444,兆勁,         15.09,20.64
2002,2444,兆勁,3.87,5.8
2003,2444,兆勁,-9.84,-24.63
2004,2444,兆勁,-8.5,-24.78
2005,2444,兆勁,-1.71,-5.68
2006,2444,兆勁,-5.58,-13.27
2007,2444,兆勁,5.17,8.97
2008,2444,兆勁,-1.03,-2.47
2009,2444,兆勁,-8.77,-16.48
2010,2444,兆勁,-5.65,-12.56
2011,2444,兆勁,1.06,1.11
2013,2444,兆勁,-11.83,-20.22
2014,2444,兆勁,3.68,5.35
2015,2444,兆勁,2.01,2.75
2016,2444,兆勁,3.67,5.73
2017,2444,兆勁,1.21,1.23
2018,2444,兆勁,-7.01,-9.04
2019,2444,兆勁,-1.47,-2.73
2020,2444,兆勁,-4.9,        -10.39
2021,2444,兆勁,1.12,1.4
2022,2444,兆勁,          6.54,         12.86
