年份,公司代號,公司名稱,ROE,ROA
2001,8103,瀚荃,          7.49,12.58
2002,8103,瀚荃,21.74,35.93
2003,8103,瀚荃,17.65,26.7
2004,8103,瀚荃,14.8,24.61
2005,8103,瀚荃,17.56,25.21
2006,8103,瀚荃,17.06,21.82
2007,8103,瀚荃,20.59,25.72
2008,8103,瀚荃,12.56,15.78
2009,8103,瀚荃,11.07,15.37
2010,8103,瀚荃,15.44,22.69
2011,8103,瀚荃,13.02,19.5
2013,8103,瀚荃,9.25,13.59
2014,8103,瀚荃,11.1,17.01
2015,8103,瀚荃,2.66,3.86
2016,8103,瀚荃,6.84,10.19
2017,8103,瀚荃,4.58,6.85
2018,8103,瀚荃,5.35,8.25
2019,8103,瀚荃,4.55,6.97
2020,8103,瀚荃,5.16,          8.32
2021,8103,瀚荃,7.21,12.25
2022,8103,瀚荃,          6.65,         11.07
