年份,公司代號,公司名稱,ROE,ROA
1998,3028,增你強,10.16,30.94
1999,3028,增你強,10.33,25.8
2000,3028,增你強,12.7,27.38
2001,3028,增你強,          7.75,13.26
2002,3028,增你強,5.87,10.18
2003,3028,增你強,4.71,10.49
2004,3028,增你強,4.31,10.06
2005,3028,增你強,6.72,14.86
2006,3028,增你強,6.71,13.65
2007,3028,增你強,5.63,10.87
2008,3028,增你強,3.69,5.73
2009,3028,增你強,3.84,8.39
2010,3028,增你強,4.44,10.78
2011,3028,增你強,5.45,12.79
2013,3028,增你強,2.24,5.25
2014,3028,增你強,3.2,7.72
2015,3028,增你強,2.93,6.72
2016,3028,增你強,2.7,5.95
2017,3028,增你強,3.81,9.03
2018,3028,增你強,3.61,8.9
2019,3028,增你強,2.48,5.25
2020,3028,增你強,3.39,         10.25
2021,3028,增你強,4.72,17.39
2022,3028,增你強,          4.46,         13.21
