年份,公司代號,公司名稱,ROE,ROA
1990,2607,榮運,14.54,         20.30
1991,2607,榮運,13.4,18.49
1992,2607,榮運,10.2,14.41
1993,2607,榮運,8.21,9.68
1994,2607,榮運,7.38,9.24
1995,2607,榮運,6.53,8.61
1996,2607,榮運,9.98,12.83
1997,2607,榮運,11.28,14.16
1998,2607,榮運,22.17,27.34
1999,2607,榮運,6.4,7.75
2000,2607,榮運,0.75,0.73
2001,2607,榮運,         -0.28,-0.32
2002,2607,榮運,2.82,3.22
2003,2607,榮運,2.72,3.08
2004,2607,榮運,4.32,5.05
2005,2607,榮運,6.15,7.19
2006,2607,榮運,5.69,6.63
2007,2607,榮運,3.98,4.6
2008,2607,榮運,4.26,4.87
2009,2607,榮運,3.01,3.43
2010,2607,榮運,4.66,5.24
2011,2607,榮運,3.49,3.93
2013,2607,榮運,2.46,2.97
2014,2607,榮運,2.5,3.29
2015,2607,榮運,2.86,3.95
2016,2607,榮運,2.77,3.73
2017,2607,榮運,3.07,4.06
2018,2607,榮運,3.18,3.94
2019,2607,榮運,3.07,3.73
2020,2607,榮運,2.28,          2.96
2021,2607,榮運,3.0,4.24
2022,2607,榮運,          9.00,         12.76
