年份,公司代號,公司名稱,ROE,ROA
2000,3048,益登,26.15,72.42
2001,3048,益登,         26.35,61.66
2002,3048,益登,22.96,47.09
2003,3048,益登,16.78,32.64
2004,3048,益登,10.64,20.34
2005,3048,益登,5.22,12.06
2006,3048,益登,3.25,8.04
2007,3048,益登,5.97,15.07
2008,3048,益登,1.75,0.67
2009,3048,益登,3.03,8.91
2010,3048,益登,4.66,12.65
2011,3048,益登,1.82,2.9
2013,3048,益登,3.82,9.33
2014,3048,益登,5.55,17.68
2015,3048,益登,4.82,13.96
2016,3048,益登,3.75,7.35
2017,3048,益登,4.91,11.23
2018,3048,益登,4.73,7.4
2019,3048,益登,5.19,10.88
2020,3048,益登,4.71,         19.46
2021,3048,益登,5.4,28.28
2022,3048,益登,          5.44,         16.78
