年份,公司代號,公司名稱,ROE,ROA
1996,3037,欣興,13.24,19.51
1997,3037,欣興,7.15,9.96
1998,3037,欣興,6.25,8.49
1999,3037,欣興,6.01,9.68
2000,3037,欣興,9.84,19.27
2001,3037,欣興,          7.20,11.64
2002,3037,欣興,5.5,8.63
2003,3037,欣興,5.49,8.43
2004,3037,欣興,9.52,14.67
2005,3037,欣興,11.37,17.04
2006,3037,欣興,13.42,20.41
2007,3037,欣興,13.57,21.83
2008,3037,欣興,5.3,8.58
2009,3037,欣興,6.12,10.67
2010,3037,欣興,9.84,17.02
2011,3037,欣興,6.84,11.27
2013,3037,欣興,1.31,1.92
2014,3037,欣興,0.73,0.73
2015,3037,欣興,0.44,0.06
2016,3037,欣興,0.67,0.54
2017,3037,欣興,1.08,1.49
2018,3037,欣興,2.23,3.92
2019,3037,欣興,3.54,6.89
2020,3037,欣興,4.83,         10.48
2021,3037,欣興,9.34,22.8
2022,3037,欣興,         16.24,         39.48
