年份,公司代號,公司名稱,ROE,ROA
1992,1516,川飛,20.13,37.2
1993,1516,川飛,15.45,25.81
1994,1516,川飛,9.85,14.26
1995,1516,川飛,6.84,9.14
1996,1516,川飛,5.29,6.94
1997,1516,川飛,9.52,12.25
1998,1516,川飛,6.59,7.88
1999,1516,川飛,2.34,0.97
2000,1516,川飛,-15.78,-31.33
2001,1516,川飛,         -4.93,-12.03
2002,1516,川飛,-12.24,-23.33
2003,1516,川飛,1.81,0.7
2004,1516,川飛,-15.18,-23.54
2005,1516,川飛,0.72,0.06
2006,1516,川飛,1.38,1.16
2007,1516,川飛,-18.78,-23.72
2008,1516,川飛,10.68,13.28
2009,1516,川飛,-9.63,-11.08
2010,1516,川飛,-6.8,-7.91
2011,1516,川飛,-15.56,-18.18
2013,1516,川飛,2.8,3.26
2014,1516,川飛,13.01,17.15
2015,1516,川飛,18.74,25.18
2016,1516,川飛,5.37,7.23
2017,1516,川飛,3.82,4.96
2018,1516,川飛,4.26,4.5
2019,1516,川飛,3.11,3.55
2020,1516,川飛,6.11,          7.26
2021,1516,川飛,12.5,14.26
2022,1516,川飛,          8.20,         10.71
