年份,公司代號,公司名稱,ROE,ROA
1999,4904,遠傳,8.14,14.02
2000,4904,遠傳,11.44,20.39
2001,4904,遠傳,         13.80,23.0
2002,4904,遠傳,14.4,22.2
2003,4904,遠傳,12.94,20.2
2004,4904,遠傳,17.84,24.91
2005,4904,遠傳,16.33,20.59
2006,4904,遠傳,14.47,17.88
2007,4904,遠傳,12.79,15.16
2008,4904,遠傳,11.44,13.49
2009,4904,遠傳,10.91,12.92
2010,4904,遠傳,10.13,12.39
2011,4904,遠傳,9.82,12.4
2013,4904,遠傳,10.95,16.13
2014,4904,遠傳,9.72,15.66
2015,4904,遠傳,9.13,15.78
2016,4904,遠傳,8.73,15.81
2017,4904,遠傳,8.46,15.27
2018,4904,遠傳,7.53,13.05
2019,4904,遠傳,7.06,12.18
2020,4904,遠傳,5.85,         12.16
2021,4904,遠傳,5.6,13.75
2022,4904,遠傳,          5.90,         14.90
