年份,公司代號,公司名稱,ROE,ROA
1999,3023,信邦,8.83,15.95
2000,3023,信邦,14.41,24.32
2001,3023,信邦,         15.34,26.13
2002,3023,信邦,9.04,18.56
2003,3023,信邦,9.08,19.85
2004,3023,信邦,11.81,26.11
2005,3023,信邦,13.43,24.49
2006,3023,信邦,13.81,22.53
2007,3023,信邦,12.11,19.41
2008,3023,信邦,0.62,0.08
2009,3023,信邦,4.36,6.25
2010,3023,信邦,8.17,13.04
2011,3023,信邦,8.51,13.96
2013,3023,信邦,7.0,13.88
2014,3023,信邦,8.14,15.92
2015,3023,信邦,9.13,17.8
2016,3023,信邦,10.68,20.35
2017,3023,信邦,10.58,20.27
2018,3023,信邦,10.53,20.95
2019,3023,信邦,10.95,22.99
2020,3023,信邦,10.88,         24.86
2021,3023,信邦,10.04,23.8
2022,3023,信邦,         10.28,         24.57
