年份,公司代號,公司名稱,ROE,ROA
1992,1319,東陽,9.86,19.27
1993,1319,東陽,11.29,20.76
1994,1319,東陽,6.8,11.86
1995,1319,東陽,5.58,10.17
1996,1319,東陽,7.46,12.84
1997,1319,東陽,3.61,4.4
1998,1319,東陽,10.34,14.82
1999,1319,東陽,2.02,1.73
2000,1319,東陽,0.77,-2.2
2001,1319,東陽,          4.63,6.06
2002,1319,東陽,7.67,12.16
2003,1319,東陽,12.71,20.78
2004,1319,東陽,12.29,19.24
2005,1319,東陽,10.19,15.64
2006,1319,東陽,5.63,8.5
2007,1319,東陽,8.09,12.47
2008,1319,東陽,4.29,6.22
2009,1319,東陽,11.18,16.43
2010,1319,東陽,6.43,9.89
2011,1319,東陽,5.14,8.22
2013,1319,東陽,4.95,8.17
2014,1319,東陽,3.2,5.32
2015,1319,東陽,5.23,9.33
2016,1319,東陽,7.11,12.62
2017,1319,東陽,6.73,11.55
2018,1319,東陽,5.53,8.94
2019,1319,東陽,5.37,8.32
2020,1319,東陽,2.39,          3.29
2021,1319,東陽,2.1,2.86
2022,1319,東陽,          6.20,          8.75
