年份,公司代號,公司名稱,ROE,ROA
2002,3060,銘異,13.0,21.0
2003,3060,銘異,19.0,32.0
2004,3060,銘異,17.0,30.0
2005,3060,銘異,13.0,25.0
2006,3060,銘異,14.0,29.0
2007,3060,銘異,9.0,22.0
2008,3060,銘異,9.0,22.0
2009,3060,銘異,7.0,14.0
2010,3060,銘異,15.0,26.0
2011,3060,銘異,4.0,6.0
2013,3060,銘異,7.38,10.69
2014,3060,銘異,9.96,14.39
2015,3060,銘異,9.72,14.4
2016,3060,銘異,2.73,4.26
2017,3060,銘異,0.65,0.93
2018,3060,銘異,-5.55,-9.32
2019,3060,銘異,-8.1,-13.45
2020,3060,銘異,-5.73,         -9.20
2021,3060,銘異,3.56,6.26
2022,3060,銘異,          0.23,          0.71
