年份,公司代號,公司名稱,ROE,ROA
1990,1707,葡萄王,14.02,         18.92
1991,1707,葡萄王,10.59,13.53
1992,1707,葡萄王,7.34,8.64
1993,1707,葡萄王,9.91,12.14
1994,1707,葡萄王,5.93,6.63
1995,1707,葡萄王,5.07,6.02
1996,1707,葡萄王,3.8,4.29
1997,1707,葡萄王,2.06,2.18
1998,1707,葡萄王,-4.95,-6.9
1999,1707,葡萄王,-5.2,-6.74
2000,1707,葡萄王,-4.95,-6.53
2001,1707,葡萄王,          0.90,0.67
2002,1707,葡萄王,2.0,2.37
2003,1707,葡萄王,1.61,1.94
2004,1707,葡萄王,4.05,5.31
2005,1707,葡萄王,5.68,7.6
2006,1707,葡萄王,6.88,9.23
2007,1707,葡萄王,8.1,10.71
2008,1707,葡萄王,7.2,9.67
2009,1707,葡萄王,15.37,20.95
2010,1707,葡萄王,16.72,21.31
2011,1707,葡萄王,18.65,22.01
2013,1707,葡萄王,27.79,39.77
2014,1707,葡萄王,27.74,39.97
2015,1707,葡萄王,22.4,38.98
2016,1707,葡萄王,21.07,37.73
2017,1707,葡萄王,20.05,31.95
2018,1707,葡萄王,18.51,28.51
2019,1707,葡萄王,17.75,26.92
2020,1707,葡萄王,15.59,         24.53
2021,1707,葡萄王,14.37,21.16
2022,1707,葡萄王,         14.92,         20.12
