年份,公司代號,公司名稱,ROE,ROA
1998,5203,訊連,40.15,44.57
1999,5203,訊連,22.63,25.84
2000,5203,訊連,40.09,50.44
2001,5203,訊連,         17.94,21.08
2002,5203,訊連,17.02,26.37
2003,5203,訊連,17.3,25.5
2004,5203,訊連,18.44,21.17
2005,5203,訊連,19.26,20.71
2006,5203,訊連,21.07,22.8
2007,5203,訊連,22.43,24.7
2008,5203,訊連,20.16,23.69
2009,5203,訊連,15.02,18.5
2010,5203,訊連,13.45,16.29
2011,5203,訊連,10.97,13.3
2013,5203,訊連,11.2,14.81
2014,5203,訊連,11.09,14.64
2015,5203,訊連,8.92,11.85
2016,5203,訊連,5.18,6.94
2017,5203,訊連,4.48,6.01
2018,5203,訊連,6.37,8.56
2019,5203,訊連,7.11,9.47
2020,5203,訊連,3.55,          4.71
2021,5203,訊連,-12.37,-17.26
2022,5203,訊連,          3.75,          4.99
