年份,公司代號,公司名稱,ROE,ROA
2001,8072,陞泰,         32.18,47.3
2002,8072,陞泰,30.41,38.63
2003,8072,陞泰,37.67,45.88
2004,8072,陞泰,35.02,39.68
2005,8072,陞泰,35.34,41.05
2006,8072,陞泰,28.27,33.43
2007,8072,陞泰,30.27,34.96
2008,8072,陞泰,23.29,26.05
2009,8072,陞泰,14.74,16.47
2010,8072,陞泰,14.82,16.88
2011,8072,陞泰,17.47,19.73
2013,8072,陞泰,9.98,11.26
2014,8072,陞泰,6.95,7.92
2015,8072,陞泰,4.68,5.35
2016,8072,陞泰,1.3,1.42
2017,8072,陞泰,-0.57,-0.61
2018,8072,陞泰,-0.5,-0.53
2019,8072,陞泰,-0.52,-0.55
2020,8072,陞泰,-0.14,         -0.15
2021,8072,陞泰,1.7,1.91
2022,8072,陞泰,          4.13,          4.28
