年份,公司代號,公司名稱,ROE,ROA
1998,3021,鴻名,8.92,27.25
1999,3021,鴻名,15.41,34.54
2000,3021,鴻名,26.25,49.9
2001,3021,鴻名,         18.59,38.83
2002,3021,鴻名,3.05,4.89
2003,3021,鴻名,-9.56,-32.55
2004,3021,鴻名,-38.77,-178.52
2005,3021,鴻名,-9.62,-91.13
2006,3021,鴻名,-10.79,-96.69
2007,3021,鴻名,2.03,1.12
2008,3021,鴻名,0.85,0.6
2009,3021,鴻名,0.43,0.38
2010,3021,鴻名,5.1,6.46
2011,3021,鴻名,18.67,25.15
2013,3021,鴻名,3.27,4.35
2014,3021,鴻名,4.94,6.83
2015,3021,鴻名,4.71,7.15
2016,3021,鴻名,5.68,9.07
2017,3021,鴻名,5.78,9.41
2018,3021,鴻名,6.06,10.46
2019,3021,鴻名,6.12,11.26
2020,3021,鴻名,4.0,          7.76
2021,3021,鴻名,5.03,10.36
2022,3021,鴻名,          6.58,         13.37
