年份,公司代號,公司名稱,ROE,ROA
2003,1560,中砂,8.92,18.89
2004,1560,中砂,11.56,23.28
2005,1560,中砂,9.19,17.04
2006,1560,中砂,10.65,18.3
2007,1560,中砂,8.04,12.71
2008,1560,中砂,3.62,5.08
2009,1560,中砂,-0.96,-1.65
2010,1560,中砂,5.17,7.4
2011,1560,中砂,9.14,12.47
2013,1560,中砂,10.61,14.64
2014,1560,中砂,12.36,17.45
2015,1560,中砂,11.21,15.28
2016,1560,中砂,10.58,14.1
2017,1560,中砂,14.24,18.7
2018,1560,中砂,11.79,16.27
2019,1560,中砂,7.49,11.78
2020,1560,中砂,6.37,         11.55
2021,1560,中砂,7.69,14.75
2022,1560,中砂,         13.25,         22.88
