年份,公司代號,公司名稱,ROE,ROA
1994,2910,統領,4.07,6.58
1995,2910,統領,3.38,6.43
1996,2910,統領,6.85,12.06
1997,2910,統領,9.24,13.88
1998,2910,統領,9.36,15.39
1999,2910,統領,7.64,9.96
2000,2910,統領,5.65,7.46
2001,2910,統領,          6.87,10.71
2002,2910,統領,5.54,11.05
2003,2910,統領,7.2,16.87
2004,2910,統領,6.19,12.68
2005,2910,統領,8.11,14.69
2006,2910,統領,7.45,12.49
2007,2910,統領,8.69,13.77
2008,2910,統領,7.63,11.24
2009,2910,統領,4.06,6.34
2010,2910,統領,4.65,7.58
2011,2910,統領,3.56,5.64
2013,2910,統領,2.42,4.43
2014,2910,統領,3.74,7.59
2015,2910,統領,1.99,3.59
2016,2910,統領,1.09,1.63
2017,2910,統領,0.88,1.16
2018,2910,統領,1.86,4.05
2019,2910,統領,2.19,9.28
2020,2910,統領,2.27,          4.82
2021,2910,統領,2.68,5.91
2022,2910,統領,          2.14,          4.03
