年份,公司代號,公司名稱,ROE,ROA
1990,1444,力麗,13.87,         22.95
1991,1444,力麗,7.78,12.42
1992,1444,力麗,8.45,10.51
1993,1444,力麗,9.09,10.51
1994,1444,力麗,6.38,7.43
1995,1444,力麗,7.64,9.25
1997,1444,力麗,9.81,13.53
1998,1444,力麗,1.72,0.9
1999,1444,力麗,3.75,3.92
2000,1444,力麗,-6.73,-12.54
2001,1444,力麗,         -2.39,-6.19
2002,1444,力麗,0.27,-1.09
2003,1444,力麗,0.79,0.14
2004,1444,力麗,-1.41,-2.79
2005,1444,力麗,-7.42,-12.18
2006,1444,力麗,0.05,-0.4
2007,1444,力麗,3.16,5.35
2008,1444,力麗,-2.06,-3.86
2009,1444,力麗,5.59,8.86
2010,1444,力麗,11.46,17.11
2011,1444,力麗,4.85,7.32
2013,1444,力麗,4.65,5.79
2014,1444,力麗,1.62,1.9
2015,1444,力麗,2.56,3.35
2016,1444,力麗,0.61,0.58
2017,1444,力麗,0.04,-0.4
2018,1444,力麗,2.32,3.08
2019,1444,力麗,0.05,-0.54
2020,1444,力麗,-2.12,         -3.73
2021,1444,力麗,3.58,5.57
2022,1444,力麗,          2.62,          3.89
