年份,公司代號,公司名稱,ROE,ROA
1990,1326,台化,10.81,         15.52
1991,1326,台化,12.99,17.71
1992,1326,台化,9.06,12.54
1993,1326,台化,7.41,10.19
1994,1326,台化,7.97,10.64
1995,1326,台化,6.52,8.82
1996,1326,台化,6.08,8.63
1997,1326,台化,4.23,6.32
1998,1326,台化,8.11,14.02
1999,1326,台化,7.49,13.67
2000,1326,台化,9.39,16.36
2001,1326,台化,          3.96,5.23
2002,1326,台化,7.11,11.75
2003,1326,台化,10.42,17.17
2004,1326,台化,20.97,33.43
2005,1326,台化,18.0,26.97
2006,1326,台化,12.43,17.99
2007,1326,台化,14.53,20.54
2008,1326,台化,2.35,2.79
2009,1326,台化,9.53,14.45
2010,1326,台化,13.45,18.85
2011,1326,台化,9.0,13.0
2013,1326,台化,5.69,9.11
2014,1326,台化,3.0,5.0
2015,1326,台化,6.42,9.63
2016,1326,台化,9.54,13.68
2017,1326,台化,11.1,15.04
2018,1326,台化,9.84,13.02
2019,1326,台化,6.29,8.18
2020,1326,台化,4.17,          5.36
2021,1326,台化,7.71,10.18
2022,1326,台化,          1.84,          2.25
