年份,公司代號,公司名稱,ROE,ROA
1997,2483,百容,12.52,18.12
1998,2483,百容,15.59,19.32
1999,2483,百容,16.32,20.29
2000,2483,百容,17.23,19.45
2001,2483,百容,          9.85,10.42
2002,2483,百容,6.88,7.1
2003,2483,百容,7.02,7.49
2004,2483,百容,6.92,7.85
2005,2483,百容,6.89,8.22
2006,2483,百容,7.32,8.9
2007,2483,百容,4.02,4.79
2008,2483,百容,1.78,1.96
2009,2483,百容,1.35,1.47
2010,2483,百容,5.56,6.36
2011,2483,百容,0.71,0.78
2013,2483,百容,4.66,5.51
2014,2483,百容,6.81,7.89
2015,2483,百容,7.12,8.14
2016,2483,百容,6.47,7.55
2017,2483,百容,4.85,6.63
2018,2483,百容,4.33,6.59
2019,2483,百容,4.53,6.62
2020,2483,百容,2.42,          3.50
2021,2483,百容,3.94,6.27
2022,2483,百容,          4.12,          6.58
