年份,公司代號,公司名稱,ROE,ROA
1991,1456,怡華,7.91,11.33
1992,1456,怡華,5.7,6.93
1993,1456,怡華,4.14,5.09
1994,1456,怡華,3.36,3.74
1998,1456,怡華,-0.45,-3.47
1999,1456,怡華,-5.86,-14.57
2000,1456,怡華,-1.49,-9.09
2001,1456,怡華,         -4.69,-22.26
2002,1456,怡華,-2.14,-16.05
2003,1456,怡華,-1.34,-14.39
2004,1456,怡華,-2.82,-18.25
2005,1456,怡華,-3.67,-25.05
2006,1456,怡華,-0.49,-11.31
2007,1456,怡華,1.38,-2.48
2008,1456,怡華,2.63,3.64
2009,1456,怡華,-6.11,-39.12
2010,1456,怡華,-4.01,-36.69
2011,1456,怡華,-6.84,-93.61
2013,1456,怡華,-2.5,-95.08
2014,1456,怡華,-27.26,-129.93
2015,1456,怡華,3.74,11.2
2016,1456,怡華,2.15,4.25
2017,1456,怡華,1.98,3.34
2018,1456,怡華,1.36,1.06
2019,1456,怡華,1.46,2.15
2020,1456,怡華,2.29,          5.43
2021,1456,怡華,8.11,29.99
2022,1456,怡華,          1.01,         -4.61
