年份,公司代號,公司名稱,ROE,ROA
1996,2836,高雄銀,0.21,4.67
1997,2836,高雄銀,0.4,9.06
1998,2836,高雄銀,0.4,6.65
1999,2836,高雄銀,0.21,2.87
2000,2836,高雄銀,-0.33,-5.35
2001,2836,高雄銀,          0.40,7.51
2002,2836,高雄銀,0.09,1.61
2003,2836,高雄銀,0.31,5.11
2004,2836,高雄銀,0.26,3.85
2005,2836,高雄銀,0.26,3.78
2006,2836,高雄銀,0.33,4.67
2007,2836,高雄銀,0.09,1.35
2008,2836,高雄銀,-0.57,-9.88
2009,2836,高雄銀,0.04,0.81
2010,2836,高雄銀,0.06,1.34
2011,2836,高雄銀,-0.2,-4.35
2013,2836,高雄銀,0.18,3.94
2014,2836,高雄銀,0.2,4.62
2015,2836,高雄銀,0.22,5.09
2016,2836,高雄銀,0.25,5.32
2017,2836,高雄銀,0.17,3.39
2018,2836,高雄銀,0.18,3.35
2019,2836,高雄銀,0.29,5.18
2020,2836,高雄銀,0.28,          4.82
2021,2836,高雄銀,0.32,5.37
2022,2836,高雄銀,          0.33,          5.54
