年份,公司代號,公司名稱,ROE,ROA
1997,1527,鑽全,41.59,68.42
1998,1527,鑽全,34.93,45.78
1999,1527,鑽全,34.06,41.69
2000,1527,鑽全,28.36,33.01
2001,1527,鑽全,         21.86,30.23
2002,1527,鑽全,18.07,28.13
2003,1527,鑽全,20.37,29.88
2004,1527,鑽全,20.18,30.63
2005,1527,鑽全,15.55,28.35
2006,1527,鑽全,11.98,23.21
2007,1527,鑽全,7.53,15.83
2008,1527,鑽全,2.23,3.26
2009,1527,鑽全,2.42,6.49
2010,1527,鑽全,0.67,0.3
2011,1527,鑽全,4.61,15.75
2013,1527,鑽全,5.18,20.95
2014,1527,鑽全,8.25,32.87
2015,1527,鑽全,7.78,29.58
2016,1527,鑽全,6.83,26.28
2017,1527,鑽全,1.97,6.11
2018,1527,鑽全,7.76,30.3
2019,1527,鑽全,6.53,14.88
2020,1527,鑽全,8.39,         10.18
2021,1527,鑽全,9.15,11.16
2022,1527,鑽全,         14.08,         16.57
