年份,公司代號,公司名稱,ROE,ROA
1993,9921,巨大,9.04,17.84
1994,9921,巨大,7.59,13.24
1995,9921,巨大,1.58,5.85
1996,9921,巨大,5.34,7.46
1998,9921,巨大,13.01,19.57
1999,9921,巨大,10.27,15.47
2000,9921,巨大,14.67,21.39
2001,9921,巨大,          8.85,12.68
2002,9921,巨大,10.64,15.56
2003,9921,巨大,14.27,21.02
2004,9921,巨大,12.78,19.92
2005,9921,巨大,12.11,19.57
2006,9921,巨大,10.34,16.55
2007,9921,巨大,15.72,26.09
2008,9921,巨大,16.55,29.0
2009,9921,巨大,14.25,23.57
2010,9921,巨大,13.85,21.64
2011,9921,巨大,13.76,21.62
2013,9921,巨大,9.09,21.48
2014,9921,巨大,9.82,22.37
2015,9921,巨大,8.67,19.35
2016,9921,巨大,6.94,15.2
2017,9921,巨大,4.7,10.38
2018,9921,巨大,6.1,14.17
2019,9921,巨大,6.46,15.83
2020,9921,巨大,8.44,         21.05
2021,9921,巨大,8.71,22.53
2022,9921,巨大,          7.20,         19.21
