年份,公司代號,公司名稱,ROE,ROA
1990,1416,廣豐,4.96,          5.19
1991,1416,廣豐,2.17,2.48
1992,1416,廣豐,-0.02,-0.03
1993,1416,廣豐,-4.05,-6.52
1994,1416,廣豐,5.32,6.74
2000,1416,廣豐,-8.92,-17.89
2001,1416,廣豐,         -5.85,-13.77
2002,1416,廣豐,-2.51,-6.68
2003,1416,廣豐,-3.4,-7.15
2004,1416,廣豐,-0.56,-1.47
2005,1416,廣豐,-2.41,-4.32
2006,1416,廣豐,1.34,1.45
2007,1416,廣豐,0.89,0.64
2008,1416,廣豐,-2.91,-4.59
2009,1416,廣豐,1.01,1.05
2010,1416,廣豐,3.78,4.4
2011,1416,廣豐,4.12,4.58
2013,1416,廣豐,0.77,1.07
2014,1416,廣豐,4.84,8.98
2015,1416,廣豐,-0.22,-0.68
2016,1416,廣豐,10.29,22.49
2017,1416,廣豐,2.88,4.81
2018,1416,廣豐,3.74,5.9
2019,1416,廣豐,-1.28,-3.28
2020,1416,廣豐,-4.24,         -9.22
2021,1416,廣豐,1.84,2.33
2022,1416,廣豐,          2.50,          2.74
