年份,公司代號,公司名稱,ROE,ROA
1990,2905,三商,8.16,         12.94
1991,2905,三商,6.81,10.25
1992,2905,三商,8.54,13.26
1993,2905,三商,9.87,14.17
1994,2905,三商,8.28,11.13
1995,2905,三商,12.69,19.07
1996,2905,三商,7.46,10.5
1997,2905,三商,10.01,15.28
1998,2905,三商,5.41,7.46
1999,2905,三商,9.61,14.75
2000,2905,三商,-4.24,-10.14
2001,2905,三商,         22.78,38.47
2002,2905,三商,3.65,5.05
2003,2905,三商,5.09,7.94
2004,2905,三商,2.74,3.75
2005,2905,三商,-3.15,-6.69
2006,2905,三商,6.79,11.38
2007,2905,三商,4.72,7.04
2008,2905,三商,2.12,2.74
2009,2905,三商,6.62,11.92
2010,2905,三商,7.5,13.1
2011,2905,三商,7.02,13.55
2013,2905,三商,0.29,7.36
2014,2905,三商,0.36,10.25
2015,2905,三商,0.38,11.09
2016,2905,三商,0.41,11.62
2017,2905,三商,0.34,9.13
2018,2905,三商,0.05,1.4
2019,2905,三商,0.58,19.08
2020,2905,三商,0.2,          5.34
2021,2905,三商,0.19,5.56
2022,2905,三商,         -0.86,        -31.92
