年份,公司代號,公司名稱,ROE,ROA
1997,3027,盛達,8.99,12.96
1998,3027,盛達,22.86,30.57
1999,3027,盛達,21.14,29.89
2000,3027,盛達,19.37,25.67
2001,3027,盛達,         16.27,19.52
2002,3027,盛達,13.94,17.06
2003,3027,盛達,8.19,10.23
2004,3027,盛達,8.23,10.12
2005,3027,盛達,5.35,6.94
2006,3027,盛達,8.14,10.68
2007,3027,盛達,11.67,15.31
2008,3027,盛達,0.58,0.78
2009,3027,盛達,4.77,6.42
2010,3027,盛達,0.64,0.78
2011,3027,盛達,0.92,1.05
2013,3027,盛達,1.86,2.39
2014,3027,盛達,1.78,2.29
2015,3027,盛達,1.94,2.49
2016,3027,盛達,1.3,1.48
2017,3027,盛達,-9.49,-16.02
2018,3027,盛達,7.87,11.83
2019,3027,盛達,-0.5,-1.17
2020,3027,盛達,1.74,          2.36
2021,3027,盛達,1.63,2.34
2022,3027,盛達,          2.00,          3.10
