年份,公司代號,公司名稱,ROE,ROA
2001,6505,台塑化,          2.98,3.67
2002,6505,台塑化,5.09,9.25
2003,6505,台塑化,7.05,14.07
2004,6505,台塑化,15.76,31.52
2005,6505,台塑化,15.87,29.41
2006,6505,台塑化,11.17,20.79
2007,6505,台塑化,15.69,29.25
2008,6505,台塑化,4.23,6.72
2009,6505,台塑化,9.56,18.36
2010,6505,台塑化,9.64,17.16
2011,6505,台塑化,5.44,9.63
2013,6505,台塑化,6.24,12.03
2014,6505,台塑化,2.41,3.78
2015,6505,台塑化,10.95,18.68
2016,6505,台塑化,17.59,26.32
2017,6505,台塑化,18.37,24.55
2018,6505,台塑化,14.48,17.54
2019,6505,台塑化,9.26,10.89
2020,6505,台塑化,1.98,          2.28
2021,6505,台塑化,11.83,14.64
2022,6505,台塑化,          3.37,          4.24
