年份,公司代號,公司名稱,ROE,ROA
1990,2605,新興,8.26,         11.40
1991,2605,新興,12.12,22.71
1992,2605,新興,6.77,9.83
1993,2605,新興,1.84,-1.4
1994,2605,新興,6.27,7.99
1995,2605,新興,7.69,10.91
1996,2605,新興,4.78,4.1
1997,2605,新興,5.89,6.62
1998,2605,新興,3.6,3.12
1999,2605,新興,0.81,-0.79
2001,2605,新興,          7.56,9.12
2002,2605,新興,7.94,9.2
2003,2605,新興,16.02,18.39
2004,2605,新興,28.27,31.48
2005,2605,新興,30.54,33.53
2006,2605,新興,25.1,27.57
2007,2605,新興,26.18,30.09
2008,2605,新興,20.18,24.02
2009,2605,新興,19.31,23.11
2010,2605,新興,12.88,15.61
2011,2605,新興,10.98,13.1
2013,2605,新興,4.33,7.62
2014,2605,新興,4.91,7.33
2015,2605,新興,5.13,7.18
2016,2605,新興,3.79,4.77
2017,2605,新興,3.24,6.39
2018,2605,新興,1.08,0.49
2019,2605,新興,1.57,0.94
2020,2605,新興,1.72,          1.58
2021,2605,新興,4.41,5.45
2022,2605,新興,          1.97,          1.99
