年份,公司代號,公司名稱,ROE,ROA
1991,2002,中鋼,7.88,10.57
1992,2002,中鋼,6.3,7.87
1993,2002,中鋼,4.45,5.22
1994,2002,中鋼,6.42,8.52
1995,2002,中鋼,4.0,5.0
1996,2002,中鋼,7.0,10.0
1997,2002,中鋼,8.0,12.0
1998,2002,中鋼,10.0,15.0
1999,2002,中鋼,9.0,12.0
2000,2002,中鋼,10.0,14.0
2001,2002,中鋼,          5.00,6.0
2002,2002,中鋼,9.38,12.87
2003,2002,中鋼,18.27,24.98
2004,2002,中鋼,22.8,29.91
2005,2002,中鋼,20.93,26.6
2006,2002,中鋼,15.32,19.57
2007,2002,中鋼,18.88,24.05
2008,2002,中鋼,7.65,10.42
2009,2002,中鋼,5.79,8.13
2010,2002,中鋼,10.52,14.75
2011,2002,中鋼,5.0,7.03
2013,2002,中鋼,3.19,5.65
2014,2002,中鋼,4.0,7.45
2015,2002,中鋼,1.57,2.53
2016,2002,中鋼,3.3,5.9
2017,2002,中鋼,3.49,6.17
2018,2002,中鋼,4.55,8.26
2019,2002,中鋼,1.91,3.06
2020,2002,中鋼,0.64,          0.68
2021,2002,中鋼,10.62,19.41
2022,2002,中鋼,          2.91,          4.84
