年份,公司代號,公司名稱,ROE,ROA
2000,3050,鈺德,6.02,7.82
2001,3050,鈺德,          5.42,7.26
2002,3050,鈺德,8.53,11.44
2003,3050,鈺德,8.22,10.94
2004,3050,鈺德,5.03,6.66
2005,3050,鈺德,-8.13,-12.36
2006,3050,鈺德,-12.68,-18.76
2007,3050,鈺德,2.83,3.2
2008,3050,鈺德,-13.31,-18.03
2009,3050,鈺德,-0.65,-1.35
2010,3050,鈺德,2.7,3.17
2011,3050,鈺德,-3.42,-5.06
2013,3050,鈺德,-1.8,-2.47
2014,3050,鈺德,-2.18,-2.85
2015,3050,鈺德,5.17,6.41
2016,3050,鈺德,3.15,3.88
2017,3050,鈺德,4.55,5.66
2018,3050,鈺德,2.02,2.72
2019,3050,鈺德,2.92,4.35
2020,3050,鈺德,2.86,          4.47
2021,3050,鈺德,3.1,4.97
2022,3050,鈺德,          2.68,          3.81
