年份,公司代號,公司名稱,ROE,ROA
1998,4414,如興,10.29,21.66
1999,4414,如興,8.41,16.49
2000,4414,如興,3.02,1.63
2001,4414,如興,          4.57,5.8
2002,4414,如興,4.58,6.94
2003,4414,如興,4.13,6.88
2004,4414,如興,3.81,7.17
2005,4414,如興,1.7,0.91
2006,4414,如興,0.23,-3.58
2007,4414,如興,-1.0,-6.1
2008,4414,如興,-18.67,-63.07
2009,4414,如興,-9.31,-47.05
2010,4414,如興,1.47,1.13
2011,4414,如興,4.66,15.12
2013,4414,如興,4.84,11.14
2014,4414,如興,2.06,2.01
2015,4414,如興,-15.53,-35.59
2016,4414,如興,-8.22,-23.56
2017,4414,如興,-1.26,-5.15
2018,4414,如興,-4.8,-11.91
2019,4414,如興,-2.91,-8.6
2020,4414,如興,0.62,         -1.01
2021,4414,如興,-8.22,-19.78
2022,4414,如興,        -23.58,        -66.79
