年份,公司代號,公司名稱,ROE,ROA
2000,3005,神基,5.72,8.65
2001,3005,神基,         10.33,20.8
2002,3005,神基,10.68,20.86
2003,3005,神基,1.66,3.07
2004,3005,神基,4.32,12.07
2005,3005,神基,7.35,17.07
2006,3005,神基,4.06,7.1
2007,3005,神基,10.42,15.56
2008,3005,神基,8.82,11.57
2009,3005,神基,9.58,12.19
2010,3005,神基,5.08,6.46
2011,3005,神基,3.19,3.98
2013,3005,神基,2.46,3.84
2014,3005,神基,3.84,6.15
2015,3005,神基,6.08,9.74
2016,3005,神基,9.3,15.03
2017,3005,神基,8.02,13.58
2018,3005,神基,9.05,15.43
2019,3005,神基,8.18,14.37
2020,3005,神基,8.4,         15.40
2021,3005,神基,12.33,22.46
2022,3005,神基,          7.40,         12.88
