年份,公司代號,公司名稱,ROE,ROA
1992,2332,友訊,19.0,27.0
1993,2332,友訊,22.0,29.0
1994,2332,友訊,18.0,25.0
1995,2332,友訊,13.0,18.0
1996,2332,友訊,11.0,15.0
1997,2332,友訊,12.0,17.0
1998,2332,友訊,9.0,12.0
1999,2332,友訊,8.0,11.0
2000,2332,友訊,8.0,11.0
2001,2332,友訊,          7.00,11.0
2002,2332,友訊,6.0,9.0
2003,2332,友訊,8.0,14.0
2004,2332,友訊,14.0,24.0
2005,2332,友訊,9.35,14.0
2006,2332,友訊,14.63,18.82
2007,2332,友訊,18.69,22.18
2008,2332,友訊,6.72,8.25
2009,2332,友訊,3.0,4.0
2010,2332,友訊,7.0,8.0
2011,2332,友訊,5.0,7.0
2013,2332,友訊,2.63,4.75
2014,2332,友訊,0.25,0.46
2015,2332,友訊,-8.02,-15.43
2016,2332,友訊,-3.8,-9.09
2017,2332,友訊,-0.77,-2.0
2018,2332,友訊,0.9,1.12
2019,2332,友訊,-2.28,-5.48
2020,2332,友訊,8.44,         13.29
2021,2332,友訊,2.23,2.55
2022,2332,友訊,          1.81,          1.18
