年份,公司代號,公司名稱,ROE,ROA
2003,8046,南電,2.18,2.92
2004,8046,南電,4.51,6.93
2005,8046,南電,22.27,35.81
2006,8046,南電,30.07,38.25
2007,8046,南電,18.63,21.63
2008,8046,南電,15.72,17.96
2009,8046,南電,5.27,5.97
2010,8046,南電,5.22,6.07
2011,8046,南電,7.91,9.36
2013,8046,南電,-1.92,-2.5
2014,8046,南電,3.59,4.42
2015,8046,南電,1.85,2.29
2016,8046,南電,-1.5,-1.98
2017,8046,南電,-4.57,-6.11
2018,8046,南電,-1.32,-1.93
2019,8046,南電,0.96,1.05
2020,8046,南電,8.93,         11.90
2021,8046,南電,21.03,29.05
2022,8046,南電,         28.15,         41.22
