年份,公司代號,公司名稱,ROE,ROA
1994,1464,得力,7.05,9.65
1995,1464,得力,10.64,16.59
1996,1464,得力,8.72,12.58
1997,1464,得力,9.97,13.09
1998,1464,得力,12.67,15.17
1999,1464,得力,-15.6,-27.41
2000,1464,得力,2.79,1.19
2001,1464,得力,          8.92,13.53
2002,1464,得力,11.48,17.26
2003,1464,得力,8.39,11.78
2004,1464,得力,3.48,4.51
2005,1464,得力,-20.13,-27.73
2006,1464,得力,-1.0,-1.61
2007,1464,得力,2.39,2.84
2008,1464,得力,-4.4,-7.06
2009,1464,得力,1.66,2.02
2010,1464,得力,1.26,1.49
2011,1464,得力,1.92,2.41
2013,1464,得力,-0.35,-1.54
2014,1464,得力,13.65,31.68
2015,1464,得力,5.0,9.89
2016,1464,得力,4.74,9.59
2017,1464,得力,3.77,7.84
2018,1464,得力,2.41,4.68
2019,1464,得力,4.43,10.7
2020,1464,得力,-0.33,         -3.53
2021,1464,得力,1.72,3.56
2022,1464,得力,          2.99,          7.31
