年份,公司代號,公司名稱,ROE,ROA
2003,6605,帝寶,19.52,35.3
2004,6605,帝寶,20.63,35.81
2005,6605,帝寶,18.53,31.17
2006,6605,帝寶,14.05,22.53
2007,6605,帝寶,14.74,23.36
2008,6605,帝寶,8.25,12.79
2009,6605,帝寶,8.39,13.43
2010,6605,帝寶,8.04,13.67
2011,6605,帝寶,-2.14,-4.92
2013,6605,帝寶,6.91,15.05
2014,6605,帝寶,7.61,16.81
2015,6605,帝寶,6.7,14.27
2016,6605,帝寶,5.04,10.09
2017,6605,帝寶,4.25,8.04
2018,6605,帝寶,3.95,7.26
2019,6605,帝寶,2.91,4.62
2020,6605,帝寶,2.52,          4.07
2021,6605,帝寶,4.2,7.98
2022,6605,帝寶,          6.17,         11.84
