年份,公司代號,公司名稱,ROE,ROA
2000,2440,太空梭,6.73,11.62
2001,2440,太空梭,          4.01,5.06
2002,2440,太空梭,2.4,2.2
2003,2440,太空梭,-4.94,-15.51
2004,2440,太空梭,1.0,0.31
2005,2440,太空梭,-18.87,-38.65
2006,2440,太空梭,-12.35,-22.56
2007,2440,太空梭,3.52,8.28
2008,2440,太空梭,-16.56,-31.42
2009,2440,太空梭,4.86,7.15
2010,2440,太空梭,3.41,4.86
2011,2440,太空梭,-3.64,-6.59
2013,2440,太空梭,-3.28,-6.91
2014,2440,太空梭,-0.84,-0.95
2015,2440,太空梭,-0.42,-2.1
2016,2440,太空梭,1.07,0.81
2017,2440,太空梭,5.74,10.07
2018,2440,太空梭,-1.11,-4.88
2019,2440,太空梭,-0.25,-3.32
2020,2440,太空梭,10.43,         19.08
2021,2440,太空梭,5.15,7.86
2022,2440,太空梭,         -0.26,         -1.67
