年份,公司代號,公司名稱,ROE,ROA
2000,3058,立德,11.95,19.14
2001,3058,立德,         11.21,15.84
2002,3058,立德,11.67,17.34
2003,3058,立德,3.6,5.58
2004,3058,立德,-4.49,-8.14
2005,3058,立德,2.64,4.97
2006,3058,立德,6.05,11.22
2007,3058,立德,3.57,5.83
2008,3058,立德,4.13,6.09
2009,3058,立德,10.62,15.88
2010,3058,立德,7.47,13.02
2011,3058,立德,1.68,2.71
2013,3058,立德,2.36,4.5
2014,3058,立德,0.41,0.65
2015,3058,立德,0.35,0.53
2016,3058,立德,2.07,3.62
2017,3058,立德,-0.45,-1.43
2018,3058,立德,-3.0,-6.82
2019,3058,立德,0.52,-0.73
2020,3058,立德,-1.9,         -6.18
2021,3058,立德,-5.6,-19.28
2022,3058,立德,         -2.25,        -10.92
