年份,公司代號,公司名稱,ROE,ROA
1996,1726,永記,16.58,26.88
1997,1726,永記,17.11,25.54
1998,1726,永記,14.43,19.59
1999,1726,永記,15.54,20.26
2000,1726,永記,9.17,11.91
2001,1726,永記,         11.58,14.71
2002,1726,永記,10.33,13.02
2003,1726,永記,10.5,13.24
2004,1726,永記,11.47,14.69
2005,1726,永記,11.48,14.7
2006,1726,永記,12.06,14.77
2007,1726,永記,10.12,12.05
2008,1726,永記,6.92,8.38
2009,1726,永記,10.92,13.09
2010,1726,永記,7.96,9.38
2011,1726,永記,9.41,11.19
2013,1726,永記,11.88,14.45
2014,1726,永記,11.4,13.78
2015,1726,永記,10.0,12.01
2016,1726,永記,10.9,13.01
2017,1726,永記,8.0,9.54
2018,1726,永記,7.49,8.93
2019,1726,永記,6.89,8.1
2020,1726,永記,8.27,          9.67
2021,1726,永記,8.2,9.81
2022,1726,永記,          7.21,          8.66
