年份,公司代號,公司名稱,ROE,ROA
1992,2612,中航,13.58,19.37
1993,2612,中航,12.63,17.8
1994,2612,中航,12.02,16.44
1995,2612,中航,7.98,10.37
1996,2612,中航,7.29,9.35
2001,2612,中航,        -16.00,-20.0
2002,2612,中航,7.0,9.0
2003,2612,中航,10.0,12.0
2004,2612,中航,7.0,10.0
2005,2612,中航,12.89,19.0
2006,2612,中航,24.94,38.38
2007,2612,中航,27.46,45.11
2008,2612,中航,35.11,57.45
2009,2612,中航,20.74,31.18
2010,2612,中航,14.79,20.52
2011,2612,中航,8.01,10.34
2013,2612,中航,2.59,4.0
2014,2612,中航,2.27,3.19
2015,2612,中航,2.08,3.04
2016,2612,中航,0.89,0.45
2017,2612,中航,1.3,0.99
2018,2612,中航,3.48,5.24
2019,2612,中航,2.54,3.22
2020,2612,中航,2.28,          3.34
2021,2612,中航,5.79,10.32
2022,2612,中航,          4.49,          6.95
