年份,公司代號,公司名稱,ROE,ROA
2001,2496,卓越,         26.08,33.09
2002,2496,卓越,-17.7,-22.18
2003,2496,卓越,-23.81,-39.31
2004,2496,卓越,-21.18,-50.75
2005,2496,卓越,-20.58,-77.96
2006,2496,卓越,-16.21,-156.83
2007,2496,卓越,-43.12,-939.58
2008,2496,卓越,-44.46,-133.74
2009,2496,卓越,-18.37,-25.29
2011,2496,卓越,-35.4,-68.24
2013,2496,卓越,-15.11,-23.5
2014,2496,卓越,-54.82,-128.67
2015,2496,卓越,-20.78,-76.03
2016,2496,卓越,6.01,8.13
2017,2496,卓越,15.14,21.65
2018,2496,卓越,9.92,16.12
2019,2496,卓越,5.86,9.75
2020,2496,卓越,4.78,          7.84
2021,2496,卓越,4.71,7.07
2022,2496,卓越,          6.40,          9.90
