年份,公司代號,公司名稱,ROE,ROA
1990,1503,士電,7.9,         11.60
1991,1503,士電,6.0,9.0
1992,1503,士電,7.0,11.1
1993,1503,士電,6.8,10.8
1994,1503,士電,7.3,12.3
1995,1503,士電,10.1,17.8
1996,1503,士電,6.4,10.2
1997,1503,士電,5.5,8.1
1998,1503,士電,4.6,6.6
1999,1503,士電,3.3,4.9
2000,1503,士電,4.0,5.8
2001,1503,士電,          2.80,3.5
2002,1503,士電,3.1,4.5
2003,1503,士電,3.0,4.5
2004,1503,士電,3.6,5.8
2005,1503,士電,4.2,6.7
2006,1503,士電,4.89,8.03
2007,1503,士電,5.07,8.81
2008,1503,士電,3.46,6.32
2009,1503,士電,12.05,21.18
2010,1503,士電,3.44,5.26
2011,1503,士電,4.14,6.16
2013,1503,士電,3.94,6.06
2014,1503,士電,4.05,6.29
2015,1503,士電,3.88,5.98
2016,1503,士電,3.77,5.97
2017,1503,士電,3.87,6.26
2018,1503,士電,3.91,6.4
2019,1503,士電,4.4,7.28
2020,1503,士電,3.92,          6.34
2021,1503,士電,4.42,7.24
2022,1503,士電,          4.55,          7.62
