年份,公司代號,公司名稱,ROE,ROA
1998,3036,文曄,4.37,7.77
1999,3036,文曄,10.68,25.91
2000,3036,文曄,10.94,23.97
2001,3036,文曄,          9.47,16.92
2002,3036,文曄,8.05,14.24
2003,3036,文曄,6.22,12.68
2004,3036,文曄,5.74,13.74
2005,3036,文曄,2.46,5.08
2006,3036,文曄,6.73,15.23
2007,3036,文曄,7.93,17.58
2008,3036,文曄,2.86,5.2
2009,3036,文曄,4.07,9.39
2010,3036,文曄,8.6,21.24
2011,3036,文曄,7.44,18.77
2013,3036,文曄,4.25,11.36
2014,3036,文曄,5.15,14.05
2015,3036,文曄,4.8,12.88
2016,3036,文曄,3.58,10.05
2017,3036,文曄,4.34,13.63
2018,3036,文曄,4.13,13.27
2019,3036,文曄,3.42,11.18
2020,3036,文曄,3.64,         10.90
2021,3036,文曄,5.39,15.71
2022,3036,文曄,          4.68,         13.97
