年份,公司代號,公司名稱,ROE,ROA
1998,5519,隆大,7.62,16.09
1999,5519,隆大,6.44,15.0
2000,5519,隆大,3.74,9.63
2001,5519,隆大,          2.28,3.91
2002,5519,隆大,1.31,1.39
2003,5519,隆大,0.84,1.48
2004,5519,隆大,5.57,18.48
2005,5519,隆大,16.13,48.09
2006,5519,隆大,6.17,28.31
2007,5519,隆大,2.92,20.86
2008,5519,隆大,1.65,12.78
2009,5519,隆大,1.34,10.38
2010,5519,隆大,4.48,30.09
2011,5519,隆大,7.9,36.42
2013,5519,隆大,7.63,28.88
2014,5519,隆大,5.5,21.35
2015,5519,隆大,2.26,9.03
2016,5519,隆大,3.14,7.88
2017,5519,隆大,3.55,7.02
2018,5519,隆大,6.25,13.09
2019,5519,隆大,6.43,12.56
2020,5519,隆大,5.58,         10.56
2021,5519,隆大,6.49,13.34
2022,5519,隆大,          8.50,         18.75
