年份,公司代號,公司名稱,ROE,ROA
1998,4906,正文,-3.12,-4.31
1999,4906,正文,-21.71,-33.93
2000,4906,正文,5.79,6.36
2001,4906,正文,         22.58,31.25
2002,4906,正文,15.89,24.78
2004,4906,正文,13.44,28.52
2005,4906,正文,5.8,9.77
2006,4906,正文,9.09,13.74
2007,4906,正文,9.6,13.89
2008,4906,正文,10.14,15.13
2009,4906,正文,5.62,8.6
2010,4906,正文,3.19,5.32
2011,4906,正文,0.4,0.15
2013,4906,正文,2.85,5.13
2014,4906,正文,0.71,0.82
2015,4906,正文,1.58,2.43
2016,4906,正文,4.12,6.66
2017,4906,正文,2.35,3.46
2018,4906,正文,0.03,-0.24
2019,4906,正文,1.65,2.42
2020,4906,正文,8.59,         15.58
2021,4906,正文,4.05,6.69
2022,4906,正文,          3.60,          5.90
