年份,公司代號,公司名稱,ROE,ROA
1994,1233,天仁,4.65,4.42
1995,1233,天仁,5.47,6.45
1996,1233,天仁,6.61,8.56
1997,1233,天仁,8.63,11.69
1998,1233,天仁,5.99,7.74
2001,1233,天仁,          5.25,7.07
2002,1233,天仁,7.16,9.85
2003,1233,天仁,8.69,12.58
2004,1233,天仁,10.15,15.28
2005,1233,天仁,8.43,12.48
2006,1233,天仁,8.5,12.82
2007,1233,天仁,7.76,11.32
2008,1233,天仁,8.83,12.28
2009,1233,天仁,10.68,13.8
2010,1233,天仁,12.69,15.69
2011,1233,天仁,12.79,16.32
2013,1233,天仁,11.49,15.62
2014,1233,天仁,11.62,15.87
2015,1233,天仁,10.69,14.5
2016,1233,天仁,8.59,11.77
2017,1233,天仁,8.66,11.99
2018,1233,天仁,8.28,11.24
2019,1233,天仁,6.94,9.73
2020,1233,天仁,2.55,          3.68
2021,1233,天仁,2.04,2.93
2022,1233,天仁,          2.45,          3.50
