年份,公司代號,公司名稱,ROE,ROA
1995,2832,台產,2.1,10.82
1996,2832,台產,2.06,9.51
1997,2832,台產,1.66,7.35
1998,2832,台產,1.59,6.15
1999,2832,台產,1.27,4.79
2000,2832,台產,2.02,6.91
2001,2832,台產,          2.06,6.37
2002,2832,台產,2.22,6.9
2003,2832,台產,2.81,9.48
2004,2832,台產,4.26,12.61
2005,2832,台產,0.7,11.23
2006,2832,台產,6.06,13.39
2007,2832,台產,8.23,17.82
2008,2832,台產,1.04,3.13
2009,2832,台產,6.25,19.58
2010,2832,台產,6.24,16.32
2011,2832,台產,4.47,11.42
2013,2832,台產,5.03,12.4
2014,2832,台產,3.93,9.24
2015,2832,台產,6.43,14.61
2016,2832,台產,2.82,6.3
2017,2832,台產,4.78,10.41
2018,2832,台產,3.12,6.62
2019,2832,台產,3.81,8.03
2020,2832,台產,3.57,          7.37
2021,2832,台產,1.86,3.78
2022,2832,台產,          3.24,          6.38
