年份,公司代號,公司名稱,ROE,ROA
1994,2355,敬鵬,8.75,15.55
1995,2355,敬鵬,12.51,20.98
1996,2355,敬鵬,13.87,22.07
1997,2355,敬鵬,13.52,19.24
1998,2355,敬鵬,9.67,12.4
1999,2355,敬鵬,7.07,9.24
2000,2355,敬鵬,7.08,9.33
2001,2355,敬鵬,          9.00,12.0
2002,2355,敬鵬,7.0,9.0
2003,2355,敬鵬,7.0,10.0
2004,2355,敬鵬,7.0,11.0
2005,2355,敬鵬,7.0,11.0
2006,2355,敬鵬,8.0,12.0
2007,2355,敬鵬,13.0,20.0
2008,2355,敬鵬,5.0,7.0
2009,2355,敬鵬,7.0,10.0
2010,2355,敬鵬,7.0,10.0
2011,2355,敬鵬,7.0,11.0
2013,2355,敬鵬,8.0,13.0
2014,2355,敬鵬,8.0,12.0
2015,2355,敬鵬,8.0,13.0
2016,2355,敬鵬,10.0,15.0
2017,2355,敬鵬,6.0,9.0
2018,2355,敬鵬,1.0,1.0
2019,2355,敬鵬,3.0,4.0
2020,2355,敬鵬,0.0,          0.00
2021,2355,敬鵬,1.54,2.2
2022,2355,敬鵬,          2.24,          3.18
