年份,公司代號,公司名稱,ROE,ROA
1998,8926,台汽電,3.37,4.21
1999,8926,台汽電,3.87,5.95
2000,8926,台汽電,8.19,17.61
2001,8926,台汽電,         10.36,18.64
2002,8926,台汽電,6.88,11.85
2003,8926,台汽電,4.99,8.67
2004,8926,台汽電,8.97,14.53
2005,8926,台汽電,4.67,6.4
2006,8926,台汽電,7.43,10.53
2007,8926,台汽電,4.87,6.9
2008,8926,台汽電,8.92,13.71
2009,8926,台汽電,9.29,13.73
2010,8926,台汽電,9.09,12.21
2011,8926,台汽電,9.93,12.86
2013,8926,台汽電,5.71,7.45
2014,8926,台汽電,12.01,15.96
2015,8926,台汽電,7.22,9.3
2016,8926,台汽電,6.54,8.2
2017,8926,台汽電,6.57,8.22
2018,8926,台汽電,4.35,5.63
2019,8926,台汽電,6.06,9.15
2020,8926,台汽電,5.11,          8.81
2021,8926,台汽電,4.08,7.49
2022,8926,台汽電,          4.02,          7.70
