年份,公司代號,公司名稱,ROE,ROA
1994,2206,三陽工業,8.55,14.14
1995,2206,三陽工業,8.01,13.26
1996,2206,三陽工業,6.72,11.07
1997,2206,三陽工業,5.64,9.24
1998,2206,三陽工業,5.49,9.05
2000,2206,三陽工業,2.22,3.68
2001,2206,三陽工業,         -1.01,-2.97
2002,2206,三陽工業,-4.19,-8.77
2003,2206,三陽工業,3.24,5.36
2004,2206,三陽工業,7.71,13.56
2005,2206,三陽工業,7.43,12.15
2006,2206,三陽工業,4.55,6.94
2007,2206,三陽工業,4.56,6.85
2008,2206,三陽工業,1.05,0.25
2009,2206,三陽工業,1.22,1.04
2010,2206,三陽工業,3.25,5.13
2011,2206,三陽工業,5.1,8.86
2013,2206,三陽工業,-0.6,-3.32
2014,2206,三陽工業,-0.05,-2.25
2015,2206,三陽工業,7.96,17.23
2016,2206,三陽工業,-0.08,-1.67
2017,2206,三陽工業,1.81,3.21
2018,2206,三陽工業,2.45,5.05
2019,2206,三陽工業,6.06,14.94
2020,2206,三陽工業,5.24,         13.11
2021,2206,三陽工業,4.69,11.95
2022,2206,三陽工業,          7.07,         18.56
